"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6S9PR4SG","journalArticle","2002","Mruthunjaya, M.; Wali, C.; Mahadevappa, M.; Kulkarni, R. S.; Muralikrishna, S.","Additive and Non Additive Gene Effects for Ratooning Ability in Eighteen Crosses of Rice (Oryza sativa L.)","Karnataka Journal of Agricultural Sciences","","0972-1061","","http://14.139.155.167/test5/index.php/kjas/article/view/3589","Dominance gene effects were predominant for ratooning ability, though additive gene effects were also  important. Intermating of selects followed by visual selection in early segregating generations would bring improvement  in the trait. In majority of crosses duplicate type of epistasis was observed. The results suggest the complex nature of inheritance of ratooning ability in rice.","2002","2015-06-04 08:57:48","2015-06-04 08:59:56","2015-06-04 08:57:48","622-626","","4","15","","","","","","","","","","en","","","","","14.139.155.167","","","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4PCR2MX","journalArticle","1940","CICIN, N.","Advancement of winter forms in the eastern regions of the U.S.S.R, and breeding of new varieties of winter crops.","Soc; selj. Hoz.","","","","","The history of cultivation of winter cereals in Siberia and the present and ultimate participation of winter forms in grain production are discussed in relation to the need for extending the acreage under cereals to 17, 865, 000 ha. in 1941 and 18, 830, 000 ha. in 1942. Heavy depletion of winter sowings occurring yearly is the chief limiting factor in extension of the acreage sown with winter forms. With good management, the existing varieties will ensure a good crop; among agronomical measures, protection of sowings with snow is particularly important; it has been shown that under 50 cm. deep snow, temperatures at the depth of the tillering node do not fall below-2.4degreesC. when the surface temperature is about-22.6degreesC. Another important aspect is manuring which tends to increase carbohydrate content and thus the resistance of the plants, as well as regeneration of the parts damaged during winter. There is need for production of special Siberian varieties, in the breeding of which the vast resources in local peasant strains must be utilized; the method of training must also be used. The most promising trend, however, is distant hybridization. Extensive work has been done to this end at the Siberian Research Institute of Grain Husbandry, Omsk: large numbers of hybrids are now available; among them","1940","2015-06-03 04:45:30","2015-06-03 04:45:30","","48-61","","10","","","","","","","","","","","","","","","","","","CABI:19420700634","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U9EZRUW","journalArticle","1998","ZuDe, Zhang; NengPu, Shi","A fixed-site study on a multiple cropping model for tobacco-producing fields in a red soil area.","Journal of Fujian Academy of Agricultural Sciences","","","","","A fixed-site experiment was conducted in Yongding county, the main tobacco-producing area in Fujian Province, China to study 9 multiple cropping systems. The best systems were spring tobacco-rice-early autumn maize-vegetables and spring tobacco-rice-ratooned rice. The effects of these systems on yield and quality of tobacco and soil properties and resource utilization were also considered.","1998","2015-06-03 04:50:16","2015-06-03 04:50:16","","177-183","","Supplement","13","","","","","","","","","","","","","","","","","CABI:19990707224","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDQKIVAK","journalArticle","1948","Anonymous","Again about distant hybridization and the wheat- Agropyron hybrids.","Selektsiya i semenovodstvo","","","","","The minutes are published of a conference of the Scientific Council of the Institute of Grain Farming of the Non-Black-Earth Belt held on 8 March 1948. The meeting was held as a protest against an article on N. V. Cicin's work by G. Andreev (cf. Abst, 1518). The editorial commentary on the dispute lends its support to Andreev. The resolution, which is signed by 20 members of the Scientific Council, may be summarized as follows. (1) The article by G. Andreev should be declared as libellous and misleading. (2) Accusations of Cicin and his colleagues of an anti-Micurinite direction in biology is due to misrepresentation. (3) Hybridization between cultivated and wild plants at the Institute has given new forms and varieties during a shorter period of time than ordinary breeding methods would have done. (4) Cicin and his colleagues have obtained by distant hybrid-ization, for the first time in history, a perennial wheat and several useful annual spring and winter wheat- Agropyron hybrids. These have either been released commercially or are undergoing State commercial tests. (5) The first form of perennial wheat, No. 34085, was obtained by Cicin in. 1935. Commercial tests in Kazahstan and Kirgizia have shown that the wheat can yield 2-3 harvests in succession without resowing. At the Kirgiz State Breeding Station, for instance, during the two growth periods, 1942 and 1943, four harvests were collected totalling 55.2 c.per ha. The wheat was discarded because of certain uneconomic characters. It has been replaced by new perennial wheats lacking the disadvantages of the original form. Among the best of these is wheat No. 2, which has been bred in the Moscow province. (6) A spring wheat-Agropyron hybrid, variety Flora -5, and a winter variety No. 599 are undergoing state tests. The winter variety No. 599 is superior in yields to standard varieties of the Novgorod, Leningrad, Tula and Kaluga provinces. (7) The Agropyron-wheat varieties 22850 and 23021 have been highly productive in commercial fanning. The promising spring Agropyron-wheat varieties Flora 6 and 7 and the winter hybrid varieties Nos 186, 4871, 64/45 and the squarehead No. 1/P have been submitted for testing. (8) The winter hybrids No. 599 and E-2493 are resistant to lodging and smut and their grain has good baking properties. (9) In the course of developing distant hybridization, the institute has made advances in the problems of polyploids, in rapprochment by grafting of intergeneric and other plants, and in methods of artificial preservation of hybrid embryos resulting from difficult distant crosses. It discovered the presence of gluten in the grain of barley, rye and other cereals and the application of the fact to breeding cereals. (10) The research institute has obtained new wheat, rye and barley hybrids with Elymus, Agropyron-rye hybrids, and the trigeneric hybrids, wheat x Agropyron x Elymus, wheat x Agropyron x rye, and wheat x rye x Elymus. (11) Some shortcomings of the work at the institute, mostly of an administrative nature, are pointed out. The attention is drawn of the Minister of Agriculture of the USSR, I. A. Benediktov, to Andreev's article. This has nothing in common with Soviet self criticism, but instead runs down outstanding discoveries of Soviet breeding and misleads the Soviet public. The main points of the editorial criticisms of Cicin and his colleagues are lack of practical results during 20 years of activity, due to formalism, Morganism and metaphysical conceptions; the absence of a perennial wheat in commercial production; misinterpretation of Micurin to suit formalist theories; and the use of colchicine methods and other ""chance"" methods of orthodox geneticists.","1948","2015-06-03 04:44:50","2015-06-03 04:44:50","","63-72","","10","15","","","","","","","","","","","","","","","","","CABI:19491602253","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CE2QC7H","journalArticle","1966","GORGIDZE, A. D.","A genetic study of wheat-rye hybrids.","Inform. Acad. Sci. Georg. SSR.","","","","","A wheat-rye amphidiploid (2 n = 42) was obtained which is highly fertile and combines the features and properties of Triticum palaeocolchicum (2 n = 28) and perennial rye (2 n = 14). This hybrid is biennial, self fertile, high yielding and resistant to fungal diseases.","1966","2015-06-03 04:37:40","2015-06-03 04:37:40","","685-92","","3","42","","","","","","","","","","","","","","","","","CABI:19701600457","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRDBNHRV","journalArticle","2015","Pastor-Pastor, Alejandro; González-Paleo, Luciana; Vilela, Alejandra; Ravetta, Damián","Age-related changes in nitrogen resorption and use efficiency in the perennial new crop Physaria mendocina (Brassicaceae)","Industrial Crops and Products","","0926-6690","10.1016/j.indcrop.2014.11.044","http://www.sciencedirect.com/science/article/pii/S0926669014007511","Domestication of desert-adapted species and their development into perennial crops has been proposed as an alternative to increase cropping intensity in arid lands, while reducing nitrogen inputs and losses. Among traits involved in nitrogen conservation much attention has been drawn to resorption patterns. However, understanding of intra-population variability in resorption and nitrogen use efficiency is required prior to the development of new crops. Here we evaluate age-related changes in resorption patterns and nitrogen use efficiency (NUE) within a wild population of Physaria mendocina (Brassicaceae). We generated a relative age index, based on morphological traits, and we use it as an independent variable to regress nitrogen concentrations in roots and leaves (green and senesced), nitrogen resorption efficiency and use efficiency. Nitrogen in green and senesced leaves decrease with age, resorption efficiency did not change, and nitrogen use efficiency increased. The lower nitrogen concentration in green leaves and higher proficiency (lower nitrogen concentrations in senesced leaves) of older plants might be due to a decrease in acquisition capacity. Constant efficiency is explained by the lack of differences in concentration in green and senesced leaves slopes. Higher proficiency in older plants resulted in higher NUE; this relationship would be modulated by nitrogen concentration in green leaves, which, in turn, is controlled by nitrogen availability and acquisition. These findings have implications in the domestication process, since in perennial species biomass production and internal plant nitrogen turnover over multiple seasons, are central key to physiological functions such as plant re-growth and winter survival. We identified a few questions as directions for future research.","March 2015","2015-06-03 02:26:43","2015-06-04 13:57:57","","227-232","","0","65","","","","","","","","","","","","","","","","","","","","","age class; ALL(perennial W/1 grain) AND DOCTYPE(ar); Brassicaceae; concentration (composition); Crops; dicotyledon; Domestication; Efficiency; Forestry; full text added; Intra-population variability; intrapopulation variation; Morphology; new record; nitrogen; Nitrogen concentrations; Nitrogen conservation; Nitrogen-use efficiency; NUE; Nutrient use efficiency; Ontogenetic changes; ontogeny; perennial plant; perennial W/1 grain; Physaria mendocina; Physiological functions; physiological response; Plants (botany); Proficiency; Regrowth; relevant; resorption; ScienceDirect; Scopus; search.grain; Senescence; SPV; time dependent behavior; wild population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F29D4FP2","journalArticle","2010","DeHaan, Lee R.; Weisberg, Sanford; Tilman, David; Fornara, Dario","Agricultural and biofuel implications of a species diversity experiment with native perennial grassland plants","Agriculture, Ecosystems and Environment","","0167-8809","10.1016/j.agee.2009.10.017","http://www.sciencedirect.com/science/article/pii/S016788090900320X","Two primary approaches to perennial biofuel crop production studied so far are fertilized grass monocultures and low-input high-diversity grasslands. While high-yielding perennial grass varieties are being developed in fertilized monocultures, breeding for yield in low-input high-diversity systems would be difficult. Before initiating breeding for low-input systems, it is therefore important to know the minimum number of functional groups and species required for maximum biomass harvest from low-input grasslands. We controlled the number of perennial grassland species in 168 plots in Minnesota, USA. Species were selected at random from a pool of 18, and 1, 2, 4, 8, or 16 were planted in each plot. Aboveground biomass was measured annually, and the plots were burned each spring. We found a strongly positive log-linear relationship between average annual aboveground biomass and planted species number, but a large proportion of plot-to-plot variability remained unexplained. We performed a conditional analysis of the aboveground biomass data to determine whether considering species identity would reduce the minimum number of species necessary in order to achieve yields similar to the highest diversity treatments. A model that accounted for the presence of legumes in general, and for the presence of the legume species Lupinus perennis in particular, showed no increase in biomass yield with increased species number. Over 11 years, average yields of L. perennis/C4 grass bicultures were similar to those of 16-species (maximum diversity) plots, and both were &gt;200% greater than the average of monocultures. Thus, under low-input conditions, the choice of the appropriate few perennial plant species for each location might result in systems with biomass yields similar to those from high-diversity systems. Because breeding biofuel crops in diverse mixtures would introduce complexity that is unwarranted in terms of maximum biomass yield, the first biofuel crop breeding programs for low-input systems are likely to accelerate progress by focusing on grass–legume bicultures.","April 15, 2010","2015-06-03 02:26:47","2015-06-04 13:57:48","","33-38","","1–2","137","","","","","","","","","","","","","","","","","","","","","aboveground biomass; agricultural development; Agriculture; ALL(perennial W/1 grain) AND DOCTYPE(ar); Biofuel; Biomass; Crop production; Crop yield; full text added; Grassland; legume; Lupinus perennis; Minnesota; Perennial; perennial plant; perennial W/1 grain; Plant breeding; relevant; ScienceDirect; Scopus; search.grain; Species diversity; SPV; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTQXM4ZM","journalArticle","2004","Akgun, I.; Tosun, M.","Agricultural and cytological characteristics of M 1 perennial rye ( Secale montanum Guss.) as effected by the application of different doses of gamma rays.","Pakistan Journal of Biological Sciences","","1028-8880","","","Perennial rye seeds were exposed to different doses of gamma rays (cobalt-60), i.e. 0, 2, 4, 6, 8, 10, 12, 14, 16, 20, 25 and 30 krad, and grown under field and greenhouse conditions in Turkey. The higher gamma ray doses decreased seed emerging rate, seedling height, spike length, spikelet number and seed set. The lethal dose (LD 50) was 18-20 krad and growth reduction dose (GR 50) was 12 krad. In the M 1 generation, as doses of gamma rays increased, the frequency of metaphase I with univalent and the frequency of irregular anaphase I cells increased. In the M 1 plants, anaphase I irregularities were especially seen as chromatin bridge. However, the frequency of anaphase I cells with laggards was higher than anaphase I cells with bridge at 20 and 25 krad doses of gamma rays.","2004","2015-06-03 04:35:06","2015-06-03 04:35:06","","827-833","","5","7","","","","","","","","","","","","","","","","","CABI:20043083895","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HU86EG9D","journalArticle","2012","Jaikumar, N.S.; Snapp, S.S.; Murphy, K.; Jones, S.S.","Agronomic assessment of perennial wheat and perennial rye as cereal crops","Agronomy Journal","","0002-1962","10.2134/agronj2012.0291","http://www.scopus.com/inward/record.url?eid=2-s2.0-84869006155&partnerID=40&md5=2252e64fd8009f07fcb7706a55955091","Perennial wheat (Triticum aestivum L. × Thinopyrum spp.) and perennial rye (Secale cereale L. × S. montanum) are novel hybrid species under development as alternatives to annual cereal crops. We conducted a 2-yr field study with a split plot design to evaluate agronomic performance including yield phenology and biomass production of perennial accessions of wheat and rye along with annual analogs. This is one of the first studies to rigorously compare agronomic performance of 2-yr-old plants to 1-yr-old plants in perennial cereals. Perennial wheat produced 1.0 to 1.6 Mg ha-1 grain yield 50% of annual wheat (2.7 Mg ha-1) while perennial rye produced 1.3 Mg ha-1 73% of annual rye (1.8 Mg ha-1). Modest yields from perennials relative to annuals reflected lower harvest index lower yield per tiller and less kernel mass. One-year-old and 2-yr-old perennial plants had similar seed yields yield components and biomass production indicating that plant age had little effect on these parameters and older plants maintained yield potential. In contrast phenology did vary with plant age and showed a shift toward earlier spring growth and later flowering dates in older perennial plants. This illustrates an expanded vegetative period for regrowing plants of these perennial cereals. There appears to be potential for producing an early season forage crop from these cereals although biomass yields were not high at this site and regrowth was not always reliable. Overall performance of perennial rye was consistent with a viable new cereal crop. On the other hand perennial wheat requires further selection for allocation of biomass to grain and vigorous regrowth.","2012","2015-06-03 03:17:32","2015-06-03 06:46:26","","1716-1726","","6","104","","Agron. J.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); ALL(perennial W/1 (triticum OR wheat)) AND DOCTYPE (ar); relevant; Scopus; search.grain; search.rye; search.wheat; Secale cereale; SPV; Thinopyrum; Triticum aestivum; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EI8SGJWD","journalArticle","2000","Costa, E. G. de C.; Santos, A. B. dos; Zimmermann, F. J. P.","Agronomic characteristics of irrigated rice in the main crop and in the ratoon.","Ciencia e Agrotecnologia","","1413-7054","","","A field experiment was conducted during 1995-96 in Goias, Brazil to evaluate the agronomic characteristics correlated to rice grain yield in both main and ratoon crops and to establish criteria for genotype selection in irrigated rice. The number of panicles/m 2 was the main component in the determination of grain yield in the ratoon crop. The growth duration periods and the number of grains per panicle were greater in the main crop. The average 100-grain weight was approximately 2.5 g in both crops. Plant height and harvest index were highly correlated to grain yield of the main crop, whereas number of panicles/m 2 and number of tillers/m 2 were highly correlated on yield of the ratoon crop. Milling ability, evaluated by total head rice recovery and percentage of whole kernels, was similar on both ratoon and main crops. The agronomic characters of the main crop were correlated to grain yield, but these correlations were not significant for the ratoon crop.","2000","2015-06-03 04:49:57","2015-06-03 04:49:57","","15-24","","Ed. Especial","24","","","","","","","","","","","","","","","","","CABI:20013071161","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
